,Code,Vol,VolA,VolFrozen,StockActualVol,AvgCost,PriceNow,MktValue,FloatingProfit,ProfitRatio,Currency,Mkt,Account,Config
000001.SZSE,000001.SZSE,8900,8800,0,0,11.2055651629,9.45,84105.0,-15624.52995,-0.156669042337,CNY,Mkt,<CounterMod.Account object at 0x000002997356CA58>,{}
