,MatchingTime,Code,Direction,Price,Volume,VolumeMatched,State,AvgMatchingPrice,MatchingVol,OrderTime,OrderNum,CloseProfit,Mkt,Account,Config
1,2016-01-04 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.3366655,100,2016-01-04 00:00:00,5,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
2,2016-01-04 00:00:00,000001.SZSE,1,0,6000,5600,PartMatched,11.3366655,5600,2016-01-04 00:00:00,6,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'CancelReason': 'AutoCancelEveryday', 'CashFrozen': 5278.6379999999981}"
3,2016-01-04 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.3366655,100,2016-01-04 00:00:00,7,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
4,2016-01-04 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.3366655,100,2016-01-04 00:00:00,8,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
5,2016-01-05 00:00:00,000001.SZSE,0,0,100,100,AllMatched,11.3933005,100,2016-01-05 00:00:00,10,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
6,2016-01-05 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.4067005,100,2016-01-05 00:00:00,13,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
7,2016-01-05 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.4067005,100,2016-01-05 00:00:00,15,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
8,2016-01-05 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.4067005,100,2016-01-05 00:00:00,16,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
9,2016-01-06 00:00:00,000001.SZSE,0,0,100,100,AllMatched,11.5232355,100,2016-01-06 00:00:00,18,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
10,2016-01-06 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.5367655,100,2016-01-06 00:00:00,21,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
11,2016-01-06 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.5367655,100,2016-01-06 00:00:00,23,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
12,2016-01-06 00:00:00,000001.SZSE,1,0,100,100,AllMatched,11.5367655,100,2016-01-06 00:00:00,24,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
13,2016-01-07 00:00:00,000001.SZSE,0,0,100,100,AllMatched,10.9335305,100,2016-01-07 00:00:00,26,0,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
