,Code,Vol,VolA,VolFrozen,StockActualVol,AvgCost,PriceNow,MktValue,FloatingProfit,ProfitRatio,Currency,Mkt,Account,Config
000001.SZSE,000001.SZSE,8900,8800,0,0,11.1438766236,9.8,87220.0,-11960.50195,-0.12059327907,CNY,Mkt,<CounterMod.Account object at 0x0000000008911898>,{}
