,Code,Direction,Price,Volume,VolumeMatched,State,AvgMatchingPrice,OrderTime,OrderNum,Mkt,Account,Config
66,000001.SZSE,0,0,100,100,AllMatched,10.7636155,2016-01-14 00:00:00,66,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
67,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-14 00:00:00,67,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
68,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-14 00:00:00,68,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
69,000001.SZSE,1,0,100,100,AllMatched,10.7763855,2016-01-14 00:00:00,69,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
70,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-14 00:00:00,70,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
71,000001.SZSE,1,0,100,100,AllMatched,10.7763855,2016-01-14 00:00:00,71,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
72,000001.SZSE,1,0,100,100,AllMatched,10.7763855,2016-01-14 00:00:00,72,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
73,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-15 00:00:00,73,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
74,000001.SZSE,0,0,100,100,AllMatched,10.4537705,2016-01-15 00:00:00,74,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
75,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-15 00:00:00,75,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
76,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-15 00:00:00,76,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
77,000001.SZSE,1,0,100,100,AllMatched,10.4662305,2016-01-15 00:00:00,77,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
78,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-15 00:00:00,78,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
79,000001.SZSE,1,0,100,100,AllMatched,10.4662305,2016-01-15 00:00:00,79,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
80,000001.SZSE,1,0,100,100,AllMatched,10.4662305,2016-01-15 00:00:00,80,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
81,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-18 00:00:00,81,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
82,000001.SZSE,0,0,100,100,AllMatched,10.4037955,2016-01-18 00:00:00,82,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
83,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-18 00:00:00,83,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
84,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-18 00:00:00,84,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
85,000001.SZSE,1,0,100,100,AllMatched,10.4162055,2016-01-18 00:00:00,85,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
86,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-18 00:00:00,86,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
87,000001.SZSE,1,0,100,100,AllMatched,10.4162055,2016-01-18 00:00:00,87,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
88,000001.SZSE,1,0,100,100,AllMatched,10.4162055,2016-01-18 00:00:00,88,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
89,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-19 00:00:00,89,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
90,000001.SZSE,0,0,100,100,AllMatched,10.7036455,2016-01-19 00:00:00,90,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
91,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-19 00:00:00,91,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
92,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-19 00:00:00,92,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
93,000001.SZSE,1,0,100,100,AllMatched,10.7163555,2016-01-19 00:00:00,93,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
94,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-19 00:00:00,94,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
95,000001.SZSE,1,0,100,100,AllMatched,10.7163555,2016-01-19 00:00:00,95,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
96,000001.SZSE,1,0,100,100,AllMatched,10.7163555,2016-01-19 00:00:00,96,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
97,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-20 00:00:00,97,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
98,000001.SZSE,0,0,100,100,AllMatched,10.5337305,2016-01-20 00:00:00,98,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
99,000001.SZSE,1,100,100,0,NotMatched,0,2016-01-20 00:00:00,99,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
100,000001.SZSE,1,0.01,100,0,NotMatched,0,2016-01-20 00:00:00,100,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'Wrong order price!', 'CashFrozen': 0}"
101,000001.SZSE,1,0,100,100,AllMatched,10.5462705,2016-01-20 00:00:00,101,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
102,000001.SZSE,1,0,6000,0,NotMatched,0,2016-01-20 00:00:00,102,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
103,000001.SZSE,1,0,100,100,AllMatched,10.5462705,2016-01-20 00:00:00,103,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
104,000001.SZSE,1,0,100,100,AllMatched,10.5462705,2016-01-20 00:00:00,104,Mkt,<CounterMod.Account object at 0x0000000008911898>,{'CashFrozen': 0}
105,000001.SZSE,1,0,10000000000,0,NotMatched,0,2016-01-21 00:00:00,105,Mkt,<CounterMod.Account object at 0x0000000008911898>,"{'OrderCancelReson': 'CashAvailable not enough!', 'CashFrozen': 0}"
