,Code,Vol,VolA,VolFrozen,StockActualVol,AvgCost,PriceNow,MktValue,FloatingProfit,ProfitRatio,Currency,Mkt,Account,Config
000001.SZSE,000001.SZSE,9600,9600,0,0,10.4030739375,8.57,82272.0,-17597.5098,-0.176205028294,CNY,Mkt,<CounterMod.Account object at 0x0000000007174748>,{}
