,MatchingTime,Code,Direction,Price,Volume,VolumeMatched,State,AvgMatchingPrice,MatchingVol,OrderTime,OrderNum,CloseProfit,Mkt,Account,Config
45,2016-03-11 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.1660805,100,2016-03-11 00:00:00,45,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
46,2016-03-14 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.2661305,100,2016-03-14 00:00:00,46,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
47,2016-03-15 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3261605,100,2016-03-15 00:00:00,47,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
48,2016-03-16 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.3561755,100,2016-03-16 00:00:00,48,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
49,2016-03-17 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.4262105,100,2016-03-17 00:00:00,49,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
50,2016-03-18 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5462705,100,2016-03-18 00:00:00,50,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
51,2016-03-21 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.8064005,100,2016-03-21 00:00:00,51,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
52,2016-03-22 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7263605,100,2016-03-22 00:00:00,52,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
53,2016-03-23 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.7063505,100,2016-03-23 00:00:00,53,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
54,2016-03-24 00:00:00,000001.SZSE,1,0,100,100,AllMatched,10.5262605,100,2016-03-24 00:00:00,54,0,Mkt,<CounterMod.Account object at 0x0000000007314748>,{'CashFrozen': 0}
