,Code,Vol,VolA,VolFrozen,StockActualVol,AvgCost,PriceNow,MktValue,FloatingProfit,ProfitRatio,Currency,Mkt,Account,Config
000001.SZSE,000001.SZSE,16500,16400,0,0,9.95876477273,9.45,155925.0,-8394.61875,-0.0510871362401,CNY,Mkt,<CounterMod.Account object at 0x00000000059B3588>,{}
